timestamp,lap,rpm,throttle,gear,fuel_flow,lambda,oil_temp,coolant_temp,battery_soc,ers_deploy,ers_harvest,diff_lock_mid,torque_map,engine_mode,tire_temp_FL,brake_temp_FR
2025-06-14 14:00:00,1,13496.714153011233,16.748258225906977,6,89.14543923103784,0.9988189583548032,118.19395965666963,96.35852957164799,57.53818279329025,109.97990683164761,91.02717712539499,45.90342355207229,Q2-Aggressive,Strat-2,94.34114626749788,350.0
2025-06-14 14:00:05,1,12861.735698828816,10.456784033440025,3,107.08421042894582,1.0357862617172833,113.05029383778101,104.90988373635308,88.66523477201551,17.853170101318625,63.05211422481734,57.17702980106056,Race-Standard,Strat-3,86.71692734276921,421.3655997288111
2025-06-14 14:00:10,1,13647.688538100692,63.64302495436367,4,116.8354649877845,1.0233377575137972,111.28715038029007,100.81649763291428,45.254534404970485,23.639411910073775,57.982177310007465,26.144742140174046,Q1-Conservative,Strat-2,85.52744389190863,408.0098829057312
2025-06-14 14:00:15,1,14523.029856408026,70.64757264869012,4,94.72878614584883,1.0101907259087186,105.14619668298725,108.02379612869137,88.34052274256226,68.49973885093995,37.00892800699709,27.20072180203227,Q2-Aggressive,Strat-2,86.90124171664459,391.47135316692385
2025-06-14 14:00:20,1,12765.846625276665,3.1586144825642037,1,80.6655889321402,1.0251194584086232,114.0140202910661,104.17299678923236,80.15101913194857,31.313240262206055,1.833838901064988,37.3442413363814,Q2-Aggressive,Strat-1,89.68488511310055,411.73570476478756
2025-06-14 14:00:25,1,12765.86304305082,93.62122462436898,2,116.88793913309905,0.9916167611633205,120.0,109.69719509733791,83.94648754782696,4.45596441324092,12.762318623775325,52.27597391678756,Q1-Conservative,Strat-3,91.07942979017798,412.55707978688343
2025-06-14 14:00:30,1,14579.212815507391,5.1971283651472415,7,109.26244321524891,0.9766499928130594,114.4025383193927,103.60200856627593,65.9327912551014,128.80238081889124,75.42313233495487,31.756909158860186,Q1-Conservative,Strat-1,98.0774597194504,360.76600279740774
2025-06-14 14:00:35,1,13767.434729152908,54.12963353010704,5,95.26428766228692,1.0064310102609495,112.48044248146283,98.18810240085246,80.78354776010549,3.12361131167906,47.15401265881653,30.156516986801126,Race-Standard,Strat-1,97.44545508055577,442.4837884624452
2025-06-14 14:00:40,1,12530.525614065047,70.90605194509165,5,97.82047946731353,0.9988581910837306,113.60546398243048,97.56519959481868,76.54173668241495,132.91033683168226,14.98381341879681,44.79865165851336,Q1-Conservative,Strat-3,94.15771332536266,402.16414161555
2025-06-14 14:00:45,1,13542.560043585965,87.09691237460856,1,88.89347803750314,0.9960456531544474,108.35942333415728,95.45495248221016,86.13881171371777,23.056634085274563,26.396085413187098,41.424591274973274,Q2-Aggressive,Strat-3,90.60630331174592,469.4419691362276
